Title,Category
"Puddnhead Wilson : And, Those Extraordinary Twins (The Penguin English Library)","Fiction , Classics"
Romeo and Juliet,"Fiction , Classics"
Frankenstein (Case Studies in Contemporary Criticism),"Fiction , Classics"
White Fang,"Fiction , Classics"
Sense and Sensibility (Barnes & Noble Classics Series) (B&N Classics),"Fiction , Classics"
"Tess of the d'Urbervilles, Introduction and notes by David Galef","Fiction , Classics"
The Heart of the Matter (Penguin Great Books of the 20th Century),"Fiction , Classics"
Too Late the Phalarope,"Fiction , Classics"
King Lear (Wordsworth Classics),"Fiction , Classics"
Billy Budd and Other Tales (Signet Classics),"Fiction , Classics"
Uncle Tom's Cabin,"Fiction , Classics"
Flatland: A Romance of Many Dimensions (Signet Classics),"Fiction , Classics"
Sons and Lovers (Bantam Classics),"Fiction , Classics"
Great Short Works of Nathaniel Hawthorne,"Fiction , Classics"
The River Bank (Wind in the Willows),"Juvenile Fiction , Classics"
Peter Pan in Kensington Gardens,"Juvenile Fiction , Classics"
Pride and Prejudice (Oxford World's Classics),"Fiction , Classics"
Gulliver's Travels,"Juvenile Fiction , Classics"
"Henderson the Rain King (Classic, 20th-Century, Penguin)","Fiction , Classics"
Macbeth (Signet Classics),"Fiction , Classics"
The Taming of the Shrew (Folger Shakespeare Library),"Fiction , Classics"
Emma (Barnes & Noble Classics),"Fiction , Classics"
Jane Eyre (Dover Thrift Editions),"Fiction , Classics"
Heart of Darkness (Hesperus Classics),"Fiction , Classics"
Classic Starts®: The Three Musketeers (Classic Starts® Series),"Juvenile Fiction , Classics"
Raggedy Ann Stories,"Juvenile Fiction , Classics"
Little Men (Signet Classics),"Juvenile Fiction , Classics"
Gulliver's Travels (Signet Classics),"Fiction , Classics"
"Edgar Rice Burroughs Science Fiction Classics: Pellucidar, Thuvia Maid of Mars, Tanar of Pellucidar, the Chessman of Mars, the Master Mind of Mars","Fiction , Classics"
The Voyage Out (Barnes & Noble Classics Series),"Fiction , Classics"
Through the Looking-Glass (Dover Thrift Editions: Classic Novels),"Fiction , Classics"
Lesley Castle (Hesperus Classics),"Fiction , Classics"
Inferno (Bantam Classics),"Fiction , Classics"
Adventures of Huckleberry Finn (Barnes & Noble Classics Series),"Fiction , Classics"
The Prince and the Pauper (Barnes & Noble Classics),"Fiction , Classics"
The Raven and Other Writings (Aladdin Classics),"Juvenile Fiction , Classics"
The Call of the Wild (Puffin Classics),"Juvenile Fiction , Classics"
The Lees of Virginia: Seven Generations of an American Family,"Fiction , Classics"
Peter Pan (Apple Classics),"Juvenile Fiction , Classics"
The Adventures of Huckleberry Finn (Puffin Classics),"Juvenile Fiction , Classics"
Madame Bovary,"Fiction , Classics"
Cranford (movie tie-in): Tie In Edition (Penguin Classics),"Fiction , Classics"
The Painted Veil,"Fiction , Classics"
The Turn of the Screw (Dover Thrift Editions: Classic Novels),"Fiction , Classics"
The Red Badge of Courage and other stories (Wordsworth Classics),"Fiction , Classics"
Eugenie Grandet (The Human Comedy),"Fiction , Classics"
Classic Starts®: A Little Princess (Classic Starts® Series),"Juvenile Fiction , Classics"
The Bostonians (Oxford World's Classics),"Fiction , Classics"
Madame Bovary (Dover Thrift Editions),"Fiction , Classics"
Classic Starts®: Robinson Crusoe (Classic Starts® Series),"Juvenile Fiction , Classics"
Classic Starts®: Little Women (Classic Starts® Series),"Juvenile Fiction , Classics"
Great Expectations (Dover Thrift Editions),"Fiction , Classics"
Uncle Tom's Cabin (Dover Thrift Editions),"Fiction , Classics"
Ethan Frome (Penguin Classics),"Fiction , Classics"
Wuthering Heights (Barnes & Noble Classics),"Fiction , Classics"
Little Dorrit,"Fiction , Classics"
The Secret Garden (Classic Starts),"Juvenile Fiction , Classics"
The Adventures of Tom Sawyer (Classic Starts),"Juvenile Fiction , Classics"
Hard Times (Signet Classics),"Fiction , Classics"
Treasure Island (Barnes & Noble Classics),"Young Adult Fiction , Classics"
Classic Starts®: Black Beauty (Classic Starts® Series),"Juvenile Fiction , Classics"
Journey to the Centre of the Earth (Puffin Classics),"Young Adult Fiction , Classics"
Siddhartha (Dover Thrift Editions),"Fiction , Classics"
The Age of Innocence (Barnes & Noble Classics),"Fiction , Classics"
Frankenstein,"Fiction , Classics"
The Wind in the Willows,"Juvenile Fiction , Classics"
A Little Princess (Aladdin Classics),"Juvenile Fiction , Classics"
"From the Mixed-Up Files of Mrs. Basil E. Frankweiler, 35th Anniversary Edition","Juvenile Fiction , Classics"
Journey to the Center of the Earth (Tor Classics),"Fiction , Classics"
Gulliver's Travels (Troll Illustrated Classics),"Juvenile Fiction , Classics"
Adventures of Huckleberry Finn,"Fiction , Classics"
The Importance of Being Earnest and Other Plays,"Fiction , Classics"
The Great Novels of Thomas Hardy: Tess of the D'Urbervilles/Far from the Madding Crowd/the Mayor of Casterbridge,"Fiction , Classics"
"The Taming of the Shrew (Shakespeare, Signet Classic)","Fiction , Classics"
Jack London: Tales of the North,"Fiction , Classics"
Oliver Twist (Children's Classics),"Juvenile Fiction , Classics"
Madame Bovary (Vintage Classics),"Fiction , Classics"
Just So Stories,"Young Adult Fiction , Classics"
Jo's Boys (Puffin Classics),"Juvenile Fiction , Classics"
Rezvani (Galleria del Leone),"Fiction , Classics"
Three Musketeers(Borders Classics),"Fiction , Classics"
Castle Rackrent (Oxford World's Classics),"Fiction , Classics"
Journey to the Center of the Earth (Barnes & Noble Classics Series),"Fiction , Classics"
Diary of a Nobody (Wordsworth Classics),"Fiction , Classics"
Les Misérables: A Novel,"Fiction , Classics"
The Swiss Family Robinson (Classic Starts Series),"Juvenile Fiction , Classics"
Peter Pan (Children's Classics),"Juvenile Fiction , Classics"
The Good Soldier (Barnes & Noble Classics Series),"Fiction , Classics"
Great Expectations (Barnes & Noble Classics),"Fiction , Classics"
"Lady Chatterley's Lover: Cambridge Lawrence Edition (Classic, 20th-Century, Penguin)","Fiction , Classics"
The Return of the Native (Penguin Classics),"Fiction , Classics"
Hard Times (Dover Thrift Editions),"Fiction , Classics"
Uncle Tom's Cabin (Barnes & Noble Classics Series),"Fiction , Classics"
A Christmas Carol,"Fiction , Classics"
The Call of the Wild (Enriched Classics (Washington Square)),"Young Adult Fiction , Classics"
The Catcher in the Rye,"Fiction , Classics"
Sons and Lovers (Barnes & Noble Classics Series),"Fiction , Classics"
The Bridge of San Luis Rey (Perennial Classics),"Fiction , Classics"
Jude the Obscure (Barnes & Noble Classics Series),"Fiction , Classics"
The Little Engine That Could,"Juvenile Fiction , Classics"
Scamp (Disney Classic) (Little Golden Book),"Juvenile Fiction , Classics"
The Baron's Gloves,"Fiction , Classics"
Red Badge of Courage (Everyman's Library),"Fiction , Classics"
A Tale of Two Cities and Great Expectations: Two Novels (Oprah's Book Club),"Fiction , Classics"
Green Mansions: A Novel,"Fiction , Classics"
Black Beauty My First Classics,"Juvenile Fiction , Classics"
The Tempest (Signet Classics),"Fiction , Classics"
The Bronte Sisters: Wuthering Heights / Jane Eyre / Agnes Grey (Great Classic Library),"Fiction , Classics"
Secret Agent (Wordsworth Classics),"Fiction , Classics"
King Lear (Signet Classics),"Fiction , Classics"
Just So Stories (Wordsworth Children's Classics),"Juvenile Fiction , Classics"
Pilgrim's Progress (BARBOUR CHRISTIAN CLASSICS),"Fiction , Classics"
Tess of the D'Urbervilles (Dover Thrift Editions: Classic Novels),"Fiction , Classics"
Rain and Other South Sea Stories (Dover Thrift Editions),"Fiction , Classics"
DK Read & Listen: Illustrated Book of Ballet Stories,"Juvenile Fiction , Classics"
Spoon River Anthology (Signet Classics),"Fiction , Classics"
The Hunchback of Notre-Dame (Wordsworth Classics) (Wordsworth Collection),"Fiction , Classics"
Little Women,"Juvenile Fiction , Classics"
Trumpet Major (Wordsworth Classics) (Wordsworth Collection),"Fiction , Classics"
Journey to the Centre of the Earth (Puffin Classics),"Juvenile Fiction , Classics"
The Swiss Family Robinson (Abridged edition): Abridged Edition (Puffin Classics),"Juvenile Fiction , Classics"
Wuthering Heights,"Fiction , Classics"
The Phantom of the Opera,"Fiction , Classics"
Alice in Wonderland,"Fiction , Classics"
Silas Marner (Dover Thrift Editions),"Fiction , Classics"
The Wind in the Willows,"Juvenile Fiction , Classics"
"The Memoirs of Barry Lyndon, Esq. (Oxford World's Classics)","Fiction , Classics"
King Solomon's Mines (Wordsworth Children's Classics),"Juvenile Fiction , Classics"
Rob Roy (Wordsworth Classics),"Fiction , Classics"
Writings of St. Paul (Norton Critical Edition),"Fiction , Classics"
Dracula (Enriched Classics),"Fiction , Classics"
Bulfinch's Greek and Roman Mythology: The Age of Fable (Dover Thrift Editions),"Fiction , Classics"
Moll Flanders (Barnes & Noble Classics),"Fiction , Classics"
The Adventures of Huckleberry Finn,"Fiction , Classics"
Old Curiosity Shop (Wordsworth Classics),"Fiction , Classics"
Almayer's Folly (Dover Thrift Editions),"Fiction , Classics"
Ethan Frome,"Fiction , Classics"
Classic Starts®: Anne of Green Gables (Classic Starts® Series),"Juvenile Fiction , Classics"
Oliver Twist (Barnes & Noble Classics Series) (B&N Classics),"Fiction , Classics"
The Three Musketeers (Barnes & Noble Classics),"Fiction , Classics"
Nilda,"Young Adult Fiction , Classics"
The Wings of the Dove (Penguin Classics),"Fiction , Classics"
Treasure Island-Treasury of Illustrated Classics Storybook Collection,"Juvenile Fiction , Classics"
The Adventures of Robin Hood (Classic Starts),"Juvenile Fiction , Classics"
The Wind in the Willows: In Easy-to-Read Type (Dover Children's Thrift Classics),"Juvenile Fiction , Classics"
A Connecticut Yankee in King Arthur's Court (Barnes & Noble Classics Series),"Fiction , Classics"
Farther Adventures of Robinson Crusoe (Great Stories),"Fiction , Classics"
The Secret Garden (Classics for Young Readers),"Juvenile Fiction , Classics"
The Rubaiyat of Omar Khayyam,"Fiction , Classics"
King Arthur and His Knights of the Round Table (Puffin Classics),"Juvenile Fiction , Classics"
Nicholas Nickleby (Tor Classics),"Young Adult Fiction , Classics"
The Adventure of the Dancing Men and Other Sherlock Holmes Stories (Dover Thrift Editions),"Fiction , Classics"
The Adventures of Sherlock Holmes (Tor Classics),"Fiction , Classics"
Books that Changed the World,"Fiction , Classics"
Scarlet Letter,"Fiction , Classics"
Johnny Appleseed Goes a Planting (A Troll First-Start Tall Tale),"Juvenile Fiction , Classics"
The Adventures of Tom Sawyer: A Novel (Modern Library Classics),"Fiction , Classics"
Treasure Island (Puffin Classics),"Juvenile Fiction , Classics"
